LABEL,TEXT
FALSE,"If the Supreme Court throws out the federal health care law, it would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress."
TRUE,I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.
TRUE,"Says the State Department spent $630,000 to get 2 million Facebook Likes."
half-true,"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education."
half-true,We now have our kids go to school about a month less than most other advanced countries.
half-true,"Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed."
mostly-true,I had the longest judicial vacancy in the history of the United States.
mostly-true,"Says Gov. Scott Walkers proposed reduction in university spending is about the size of the one under Democratic Gov. Jim Doyle, but Democrats didnt treat Doyles cut as so dire."
TRUE,The average unemployed American has been out of work for almost 40 weeks.
TRUE,"Republican challenger Bill Flores ""has never once voted in a general election in our district."""
FALSE,Hillary Clintons international travels included no serious diplomacy.
mostly-true,"Says that when he first ran for office in the late 1980s, there were still folks who didnt have phone service. Soon Id helped ensure that everyone in North Florida could access a dial tone."
half-true,This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.
mostly-true,Says the high-speed rail project provides short-term jobs.
TRUE,Polls showHillary Clinton wins every time with Donald Trump as her opponent.
FALSE,Says Peter Kilmartin has only three years experience in his own law practice.
half-true,"During my administration, funding for education has increased by over $930 million."
barely-true,"As a legislator, (Marco Rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bills lobbyist."
FALSE,Says Daniel Webster thinks wives should submit to their husbands.
barely-true,Says he fought for the repeal of a septic tank inspection program after Tallahassee pulled a fast one.
barely-true,One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency.
pants-fire,The new Hartsfield-Jackson international terminal was on time and on budget.
barely-true,"Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools."
FALSE,Sheldon Whitehouse and 18 other senators voted to censor the internet.
mostly-true,We have a $2 trillion to $3 trillion infrastructure deficit. Weve got work that needs to get done. Weve got people that want to go to work.
FALSE,Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.
FALSE,"I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started."
FALSE,The City of Milwaukee uses the building inspection area as a revenue base.
mostly-true,The cost ofa gas tank fill-up has risen$30 sinceBarack Obama became president.
barely-true,College tuition costs have risen by 25 percent under the Democrats.
pants-fire,"Obama said troops ""whine about bearing the costs"" of going to war."
mostly-true,Says Donald Trumps position isto roll back all of the financial regulations passed after the financial crisis.
mostly-true,Says Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $62 trillion to the national debt between now and then.
pants-fire,"Says Barack Obama said, If we keep talking about the economy, were going to lose."
pants-fire,Wendy Davis was just doing a fund-raiser in Chicago with the international socialists organization.
barely-true,We have the highest funding in (the) K-12 system in the history of the state.
pants-fire,Says Ted Cruzsaid I was in favor in Libya. I never discussed that subject.
half-true,"With the auto rescue, President Barack Obama saved more than 1 million middle-class jobs all across America, including more than 28,000 in Wisconsin."
half-true,Says Barack Obama has the worst record of any president when it comes to putting America deeper in debt.
barely-true,"In June, jobless ranks were higher in nearly 90 percent of U.S. cities."
TRUE,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups."
pants-fire,Says there was a NATO base in Turkey being under attack by terrorists.
TRUE,"In the past three years, state legislatures have enacted more of these restrictions (on abortion) than in the previous 10 years combined."
FALSE,EPA wants to regulate the family BBQ.
pants-fire,Barack Hussein Obama will force doctors to assist homosexuals in buying surrogate babies.
FALSE,"He (Obama) has done several things well. Most of those things are places where he changed his view from where he had during the campaign. So, for instance, he's left our troops in Iraq and they're being more successful there. He boosted our effort in Afghanistan, which is the right course to take. He did not close Guantanamo, thank heavens."
half-true,One state even spent a million bucks to put up signs that advertise that they were spending on the federal stimulus projects.
TRUE,"In Senate Bill 5, there is this new method of evaluating teachers. Youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents."
barely-true,"Says that while President Barack Obama promised to work with your employer to lower your premiums by $2,500 per family per year, his health care law raises premiums in the individual market by $2,100 per family."
half-true,Says Newt Gingrich is responsible for the gridlocked politics of Washington.
half-true,"Twenty-seven out-of-state pharmaceutical companies have raised more campaign dollars (against a drug price control measure) than all other state ballot measures have raised to date, combined."
pants-fire,"As part of efforts to rein in protesters, Republicans in Wisconsin have bolted windows inside the Capitol shut."
TRUE,Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.
half-true,Says comprehensive immigration reform will add $700 billion to our economy.
TRUE,(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.
TRUE,Our businesses have created jobs every single month since (Obamacare) became law.
mostly-true,Says Bernie Sanders voted for regime change with respect to Libya.
mostly-true,"If you ask how many times did Ronald Reagan attend a fundraiser when he ran for re-election in 1984, the answer is eight times. If you say how many times did Barack Obama attend a fundraiser in 2012, the answer is 228 times."
barely-true,Democrats failed to flip the Wisconsin state Senate because recall elections were in the deepest red districts in the state.
half-true,"The Senate version of the economic stimulus package includes ""millions of dollars to World War II Filipino veterans in the Philippines."""
mostly-true,TheHousebudget plan proposes the largest discretionary spending cut in history.
barely-true,Ted Cruz is unknown to the vast majority of Texans.
half-true,"Says Anthropology is a STEM (science, technology, engineering, math) field."
FALSE,"When news broke that Ferguson 18-year-old Michael Brown was a suspect in a robbery, MSNBC practically went off the air for a while to have behind-closed-doors meetings to figure out how to deal with this new revelation."
pants-fire,"People ""can't go fishing anymore because of Obama."""
TRUE,Congressional Budget Office says 8 (percent) unemployment till 2014!
FALSE,Says top Clinton advisers were pressing birther movement stories very hard.
half-true,Things like having Friday classes have been shown to be very effective on college campuses in reducing drinking.
barely-true,"Walmart employees receive roughly $5,800 in public assistance per year."
half-true,"When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003."
half-true,"As Virginias governor, Allen cut spending and waste with bipartisan support."
FALSE,My position hasnt changed on using executive authority to address immigration issues.
FALSE,"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were beating on the windows and rocking the vehicle. When the car was extricated from the crowd, a truck blocked a second exit."
TRUE,Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.
TRUE,"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community."
half-true,"The pastor McCain calls his 'spiritual guide,' Rod Parsley, believes America's founding mission is to destroy Islam, which he calls a 'false religion.' "
half-true,"First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage."
barely-true,Dan Gelbers employment by BPs law firm could disqualify him from representing Florida against BP as Attorney General.
FALSE,The congressional district for Miami-Dade and Broward counties has a staggering drop-out rate of almost 61 percent.
mostly-true,I was never against same-sex marriage.
pants-fire,Says protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car.
half-true,You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show.
barely-true,"Bill Gunter would drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations."
pants-fire,"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases."
half-true,Michael Dukakis created jobs three times faster than Mitt Romney.
pants-fire,Our children do not spend any time in school learning about our own U.S. Constitution.
mostly-true,"Says Hillary Clintons rejection of efforts to make it easier to vote and harder to cheat not only defies logic, but the will of the majority of Americans."
FALSE,"Every time weve cut taxes, revenues have gone up, the economy has grown."
TRUE,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.
FALSE,Says that President Barack Obama said an attack on Syria was going to be a pinprick.
half-true,"Raising taxes on investment income has actually lowered the revenue received from the tax, while cutting capital gains tax rates has increased revenue."
barely-true,"Common welfare programs give income of $43,330 or $20.83 an hour."
barely-true,Senate Bill 5 makes it harder for nurses to give the patients the quality care they need.
half-true,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota."
barely-true,A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.
mostly-true,Says Donald Trump saidas recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.
half-true,"Says his deficit plan made some adjustments to (Simpson-Bowles), and were putting it forward before Congress right now, a $4 trillion plan."
barely-true,Says Jeb Bush appointed a guardian for the fetus of a rape survivor.
barely-true,"Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee would be a $19 decrease."
half-true,"Eighty percent of those who have applied for licenses have no cancer, no Parkinsons disease or glaucoma. They have nothing you would associate [with] the use of medical marijuana."
half-true,"Says Sen. John McCain told dreamers that hell support the Dream Act, then he voted against it."
FALSE,The Pell bridge is a tourism bridge essentially and not a commuter bridge.
mostly-true,Says a portfolio managed by the Texas General Land Office earned 22 percent last year while the states emergency reserve account experienced a 1 percent gain.
FALSE,Says Colorado food stamp recipients can use ATMs to get cash to buy marijuana.
half-true,The State of Wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butter-and-jelly sandwich.
FALSE,"When Social Security, Medicare and Medicaid were created, Republicans stood on the sidelines"
TRUE,"Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined."
half-true,"Under Republican economic policies, the typical American family saw their incomes fall by about 6 percent."
barely-true,"Hillary interned with Bob Treuhaft, the head of the California Communist Party."
FALSE,"Across the board, violent crime in jurisdictions that recognize the Right to Carry is lower than in areas that prevent it."
half-true,Using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law.
mostly-true,Says employers are still allowed to pay people with disabilities below the minimum wage.
FALSE,Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.
half-true,"Under Mayor Angel Taveras Providences bond rating was downgraded from A to BBB, two steps above junk-bond status."
mostly-true,"Says using E-Verify is a fair amount of cost, about $20 per person that does not match."
barely-true,There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.
barely-true,Women in the United States are paid about 70 percent of what men earn for the same work.
pants-fire,"Wisconsin has created just under 100,000 jobs since he took office."
mostly-true,"In New Jersey, Gov. Christie vetoed legislation to extend early voting."
FALSE,Were the most highly taxed nation in the world.
mostly-true,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000."
TRUE,"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt."
half-true,A new law requires the USDA to approve the harvest and sale of crops from genetically modified seed even if a court has ruled against the crop as being dangerous to public safety or the environment.
FALSE,"Says under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not."
half-true,"In Afghanistan ""the (military) leadership has proposed a new medal, an award for 'Courageous Restraint' ... for 'NOT FIRING BACK.' """
FALSE,The Justice Departments Fast and Furious gun-walking program started in the Bush administration.
barely-true,Says one of Austin City Council Member Randi Shades biggest contributors is the lobbyist for the Formula 1 racetrack planned outside Austin.
FALSE,"As unbelievable as it sounds, your tax dollars are funding the federal governments Zombie Apocalypse Plan. I kid you not."
FALSE,Rob Portman is the one who actually sucked the jobs out of the (Mahoning) Valley and sent them to China.
pants-fire,Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending
half-true,"When it comes to what little bit of job creation was happening in Massachusetts (when Mitt Romney was governor), it was happening in the public sector at six times the rate that it was happening in the private sector."
mostly-true,Says former Sen. George Allen voted four times to raise his own pay.
mostly-true,Eighty-seven percent of private insurance plans currently include (abortion) coverage.
mostly-true,"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average."
barely-true,One estimate says there may be three times as much oil in the United States as there is in Saudi Arabia.
mostly-true,Says he fought Obama at the Supreme Court and won.
FALSE,"Says actor Dwayne The Rock Johnson wore a T-shirt stating: We Stand for the flag, we kneel for the fallen."
half-true,"There have been some estimates that if you deported everybody who is in Texas illegally, it would create an economic recession for the state."
barely-true,Tim Kaine supported higher energy costs for families.
FALSE,"Ending federal funding for National Public Radio would jeopardize 9,000 jobs."
TRUE,Says Florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under Obamacare.
FALSE,Rick Scott has said that he would do away with the Department of Community Affairs.
barely-true,Oregons Umpqua Community College where the shooting occurred was a gun-free zone.
half-true,"As a result of National Rifle Association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years."
TRUE,Georgias CRCT set some of the lowest expectations for student proficiency in the nation.
TRUE,"He's been endorsed by ""every major newspaper here in the state of Texas."""
TRUE,The House of Representatives does not have a prochoice majority.
half-true,Romney outsourced call center jobs to India.
TRUE,"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch."
barely-true,"Says Obama puts 15 unelected, unaccountable bureaucrats in charge of Medicare, who are required to cut Medicare ... that will lead to denied care for current seniors."
barely-true,"President Barack Obama has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing."
pants-fire,Margaret Sanger wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.
pants-fire,Virginia state employees pay nothing toward their pensions.
half-true,Says Barack Obama and Hillary Clinton are responsible for leading America into a deal that will arm Iran.
half-true,95 percent of teachers and principals are not implicated in the [Atlanta Public Schools cheating scandal] report at all.
TRUE,Florida is the largest dog-racing state in the country.
half-true,Says Donald Trump is for a single-payer health care system.
pants-fire,Vows to keep Georgias race for governor civil and focused on the positive.
TRUE,We cut our deficits by more than half.
half-true,"A study from the Massachusetts Institute of Technology, Harvard, and Dartmouth concluded that Medicaids value to its beneficiaries is significantly lower than the actual cost of the program."
barely-true,Says Sen. Ted Cruz used to be in favor of birthright citizenship but is now against it.
mostly-true,"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion."
mostly-true,"U.S. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high."
TRUE,Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air
half-true,An overwhelming majority of Republican and Democrat law enforcement leaders have endorsed Brad Schimel.
TRUE,"What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years."
mostly-true,"Opponent Holly Benson said that Just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running."
barely-true,Most of the people who have signed up through the Obamacare exchanges already had insurance.
TRUE,Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.
mostly-true,Weve recovered (from the recession) faster and come farther than almost any other advanced country on Earth.
FALSE,Jeff Greene on why hewent Cuba.
half-true,Says Hillary Clinton isunder investigation with the FBI right now.
FALSE,"The average (public school) teacher in Wisconsins making $89,000 a year in salary and benefits."
mostly-true,"(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke."
mostly-true,States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.
mostly-true,"Under Republican Chris Christie, New Jersey had the highest increase in unemployment in the country last year. Nearly 1 in 10 jobless. The worst unemployment in the region. Near the bottom in economic growth, yet Christie protected a tax cut for millionaires but vetoed a minimum wage hike."
half-true,Mitt Romneys companies were pioneers in outsourcing U.S. jobs to low-wage countries.
half-true,28 percent of Kentuckians dont have any online access.
barely-true,We spent twice as much per capita for health care in this country as the next closest nation.
half-true,The Obama administration called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.
TRUE,Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.
barely-true,"On the day the House voted on the climate change bill, there was not even a copy of the bill in the well of the House, which is standard. It wasnt even written."
barely-true,Says Hillary Clinton makes more per hour at a speaking gig than the average CEO does in a year.
barely-true,"Says Every time the Legislature suspended the kicker, most recently the corporate kicker in 2007, Salem spent every penny and failed to stabilize the states revenues."
half-true,Cuba has a lower child mortality rate than ours. Their life expectancy is now greater than ours.
pants-fire,Says Baltimore police are trained by Mossad and Shin Bet.
barely-true,"Wisconsin ranks No. 2 in economic growth, according to the Federal Reserve Bank of Philadelphia."
FALSE,Says he never voted for a tax increase.
half-true,"When we lower tax rates, we generate more in revenues. That happened in 86 with the Reagan plan, happened in 2001, following the Bush plan."
barely-true,The Atlanta areas water planning district is now the national leader in conservation.
mostly-true,"The state of Wisconsin pays plumbers, engineers and other attorneys much, much more than it pays attorneys to represent poor people."
mostly-true,Says Peyton Manning struggles in cold weather games.
mostly-true,"Under President Bush in eight years, we added $4.9 trillion to the debt. Under President Obama, weve added $5.3 trillion to the debt in the 3.5 years hes been in office."
half-true,Minnesota has passed and Indiana has passed right to work laws making union membership and dues optional
TRUE,Gov. Rick Scotts sale of the state planes was not proper.
FALSE,The health care law is job killing.
mostly-true,Weve seen a remarkable reduction in the number of Americans being executed -- its down nearly two-thirds over the past generation.
half-true,Onthe Iran nuclear deal
pants-fire,Q: What do these Patriotic Americans have in common? A: They are all Draft Dodgers.
mostly-true,"Outside of recall elections, theres never been a public official removed from office in Wisconsin for anything but malfeasance in office."
mostly-true,"Half of all Americans have less than $10,000 in their savings account."
TRUE,Says theres no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.
mostly-true,The United States is 50th in life expectancy in the world.
barely-true,"Ebola is incredibly contagious, very transmissible and easy to catch."
FALSE,"In 2010, Betty Sutton voted to destroy Medicare."
barely-true,Travis County residents trusted me to take on Tom DeLay and we won.
mostly-true,The turnout on May 14th was just 7 percent -- the lowest turnout in decades.
barely-true,Eric Cantor voted to fully fund Obamacare in October.
half-true,On support for ethanol mandates
FALSE,The fiscal cliff agreement was the largest tax increase in history.
TRUE,On the mosque near ground zero.
half-true,Latin Americas economy is almost as big as the economy of China.
FALSE,"Obama ""has no experience or background at all in national security affairs."""
barely-true,Jim Marshall votes liberal in Washington ... and we arent fooled.
pants-fire,Says its not accidental that the villain in the Batman movie is named Bane.
FALSE,White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet.
FALSE,A provision in the health care reform bill for end-of-life counseling for seniors is not entirely voluntary.
half-true,"Says Scott Bruun still believes in the same old direction that George Bush had before, which is to privatize Social Security."
TRUE,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """
mostly-true,I was speaking out on pension reform almost 17 years ago.
TRUE,Three of our cities are among the top five worst cities in the U.S. for asthma.
barely-true,The labor participation rate is at an all-time low.
mostly-true,"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens."""
FALSE,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion."
TRUE,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda."
mostly-true,Nearly 6 in 10 uninsured Americanscan get health insurance for what may be the equivalent of your cell phone bill.
mostly-true,Cranstons 2014-2015 budget funds 100 percent of the local police and fire pension and other retiree benefit costs.
barely-true,Says the 2014-15 state budget cut border security and funding to fight criminal gangs.
FALSE,Says Democratic Party created the Ku Klux Klan.
mostly-true,"Says Roy Blunt secretly inserts language to benefit tobacco giant Philip Morris into a national security bill while Blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000."
TRUE,Says Donald Trump mocked someone with a disability.
half-true,"We rank below Ethiopia, Im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below China and (South) Korea."
mostly-true,"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids."
half-true,"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies."""
FALSE,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible."
pants-fire,Says Barack Obama began his presidency going on a worldwide apology tour.
barely-true,"[My administration is] well represented both racially, ethnically and gender-wise."
TRUE,President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.
half-true,President Obama campaign surrogate Maryland Gov. Martin OMalley acknowledged that we are not better off than we were four years ago.
half-true,"Site selectors who decide where businesses expand or relocate shun closed shop states like Wisconsin in favor of Right to Work states like Iowa, Indiana and Michigan."
half-true,Said he opposed every budget Republican and Democrat.
TRUE,The House of Representatives has never sued a sitting president in all of U.S. history.
FALSE,Only five Texas counties account for almost 90 percent of the (states) cattle industry.
half-true,"Says President Barack Obama has allowed, each year hes been here, the prosecutions of gun cases (for background check failures) to go down. ... Theyve declined every year since President Bush left office."
mostly-true,Oregons budget has grown by 49 percent in just four years.
half-true,"We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act."
barely-true,Says Matt Bevin has repeatedly failed to pay his taxes.
mostly-true,"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer."
barely-true,Says a Justice Department memo directs that you must openly embrace gay marriage and homosexuality.
FALSE,"Kasichs trade deals cost Ohio thousands of jobs - 49,000 jobs to Mexico, 91,000 to China."
TRUE,"Says with Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues."
half-true,Says Donald Trump brings in hundreds of foreign workers to replace Americans.
barely-true,Tuition-free public universities and colleges are just a pipe dream. False. They were both free up until the Vietnam War.
half-true,Candidate Bill Byrne used campaign funds for work on his personal car.
mostly-true,Pat Toomey thinks corporations shouldnt pay any taxes.
half-true,A construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. And thats how its working right now.
half-true,"We have seized more currency, more drugs, more outbound arms in the past year than any year in our countrys history."
mostly-true,"Theres never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens."
mostly-true,Some 8.1 million of the estimated 11 million to 12 million people in this country illegally are working.
mostly-true,"Traditionally, presidential candidates release their tax returns . . . Mitt Romney still wont."
FALSE,Says he never supported federal health care individual mandate.
half-true,Says the United States is in the worst recovery from an economic recession since World War II.
barely-true,"In 1940, only 7 percentof Germans were Nazis."
half-true,The recidivism rate is nearly 29 percent and has been climbing steadily since detainees began being released from Guantanamo.
half-true,"Under Scott Walkers tax plan, the average Wisconsin taxpayer got just $11 a month. But corporations got $610 million in tax cuts. Millionaires got at least $1,400 per year."
half-true,You cant raise taxes in Ohio. We are one of the highest taxed states in the country.
TRUE,Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.
barely-true,Says president is spending $2.2 billion to give away ObamaPhones.
barely-true,Says Obama has failed to pass a budget.
mostly-true,Did you know Wisconsins AFSCME union has lost 50%+ of its members since no longer requiring membership?
barely-true,"Says Joe Sestak voted to gut Medicare ... reducing benefits for 854,489 seniors and jeopardizing access to care for millions."
barely-true,"Democratic tax hikes led $70 billion of wealth to leave New Jersey between 2004 and 2008, and mainly relocate to Florida, North Carolina, Virginia and Pennsylvania."
half-true,Wisconsins Government Accountability Board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections.
FALSE,Says Florida had five sanctuary cities while Jeb Bush was governor.
barely-true,"Cover Florida ""is available to any Floridian, offering basic coverage for about $150 a month, instead of the typical $600 a month."""
half-true,Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassans time in the state Senate.
FALSE,On timing of announcement for president.
half-true,"When the presidents spokesman was asked about (Anwar) al-Awlakis son, he said he should have chosen a more responsible father."
TRUE,"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs."
TRUE,"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election."
half-true,Were destroying more businesses in the United States now than are being created for the first time in our history.
FALSE,"In Buffalos SolarCity project, Andrew Cuomo will create maybe 500 jobs if it ever happens at all, at about $1.5 million per job."
TRUE,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months."""
half-true,Says Barack Obama has deported more people than any other president in this countrys history.
half-true,The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.
TRUE,Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.
barely-true,"In states where beer is unregulated, the per capita production is significantly higher."
half-true,"The average kid comes out of Virginia colleges with about $25,000-plus in debt."
TRUE,"Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents."
half-true,"In the state of Indiana, Ive signed more than $3.5 billion in tax relief."
barely-true,Says Donald Trump never said that more nations should get nuclear weapons.
half-true,"Mayor Giuliani made New York City what's known as a 'sanctuary city,' where illegal aliens were allowed to come. And he instructed the leaders of the city not to enforce the law, not to enforce immigration law."
half-true,"Scott Walker couldnt get his own party to back more than a 500-student increase in Milwaukees school choice program, but in Indiana, Mitch Daniels voucher program is approaching 30,000 students two years after opening."
mostly-true,Rick Scott wants to take us back to the days of insurance companies denying coverage for pre-existing conditions.
barely-true,Says Hillary Clinton laid the groundwork for getting chemical weapons out of Syria.
TRUE,Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming.
FALSE,The Senate immigration bill unleashes a massive increase in overall immigration. Were talking about a population increase under the Senate bill of over 70 million people in 20 years.
half-true,"Says a federal judge in San Antonio issued a ruling that not only could the students not pray at their graduation, if they used the word benediction, the word invocation, the word God, asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail."
barely-true,Says he will pursue change in federal law to protect employees from extortion from a union because the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.
FALSE,"Obama ""shunned the opportunity to talk to soldiers to thank them for their service."""
pants-fire,"And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governors mansion."
half-true,"In Rhode Island, only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest."
barely-true,Weve had the same leadership in the Travis County DAs office for 30 years.
FALSE,Do you know that we have pipes carrying natural gas in this country that are made of wood? Im not joking.
TRUE,Mitt Romney says class sizes dont matter.
barely-true,Roy Barnes voted against a bill in the state Senate that would have made it easier to convict child abusers.
FALSE,Many just call him Lyin Ted. ... HisTV ad about John Kasich? Lie! Stations had to pull it off the air.
half-true,Says Republicans Mitt Romney and Paul Ryan support massive cuts in Social Security for future generations.
mostly-true,We created a flat tax in the state of Utah.
pants-fire,We had no domestic attacks under Bush.
barely-true,"The White House has ""refused"" international help in dealing with the oil spill."
mostly-true,Says personal-injury trial lawyers have provided over 80 percent of the funding for the Texas Democratic Party for over a decade.
pants-fire,Says Ted Cruz never denied his father was photographedwith Lee Harvey Oswald.
mostly-true,The governor does not have any power to veto a referendum [on same-sex marriage] that would be a constitutional amendment.
pants-fire,"Our most important work has been creating and retaining almost 55,000 Ohio jobs."
barely-true,"Roy Barnes is part of the team that has run up trillions of dollars in debt that Americans will spend years paying off, and theyve done it without creating one job."
TRUE,My office sends federal money back every year.
TRUE,We have over 25 million people who live in Texas and less than 2 percent of them have concealed handgun licenses.
pants-fire,Says President Barack Obamas recent New York fundraising trip cost between $25 million and $50 million.
TRUE,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker."
TRUE,Says hes the first Aggie governor of Texas.
TRUE,On using Gov. Scott Walkers collective-bargaining limits to help balance the city of Milwaukee budget
half-true,A minor cannot get a tattoo without parental consent but can get an abortion without parental consent.
barely-true,Daniel Webster is an advocate for a group that teaches that mothers should not work outside the home.
TRUE,Says New Jerseys public school students have the best Advanced Placement scores in the nation.
FALSE,The citys 30 percent set aside for affordable housing in urban renewal areas is calculated citywide -- not district by district
half-true,"She created the Waste, Fraud and Mismanagement Hotline.... (that) has saved Wisconsin taxpayers hundreds of thousands of dollars."
